sale_id,user_id,sku,purchase_date,machine_id,machine_location
SAL-1795F26B,USR-E5ECAFC2,Coca-Cola,2024-06-17,MACH-036,Kyoto
SAL-FC7A2DC5,USR-650D56C4,Fanta,2024-10-29,MACH-001,Hyogo
SAL-EAA06916,USR-4EA2F8E2,Georgia Coffee,2025-06-01,MACH-024,Tokyo
SAL-4B185B1B,USR-8FF0D4B5,Coca-Cola,2024-03-01,MACH-014,Aichi
SAL-0BC6C8C2,USR-1CF10005,Coca-Cola,2025-04-04,MACH-049,Tokyo
SAL-547495CE,USR-D08E48AF,Georgia Coffee,2025-10-28,MACH-047,Tokyo
SAL-6B00BBA8,USR-2284F2D9,Georgia Coffee,2025-03-02,MACH-025,Saitama
SAL-C31AD3B3,USR-253C3381,Coca-Cola,2024-11-23,MACH-034,Kanagawa
SAL-94FAD663,USR-4058528B,Coca-Cola,2024-12-27,MACH-028,Kanagawa
SAL-335C60B3,USR-81074D2F,Fanta,2025-07-28,MACH-049,Tokyo
SAL-66E774BD,USR-C3DB1FAE,Coca-Cola,2024-03-20,MACH-042,Tokyo
SAL-8BBD6205,USR-20C2EA44,Water,2024-08-13,MACH-027,Saitama
SAL-A068B9F2,USR-B681A362,Coca-Cola,2024-04-05,MACH-002,Hyogo
SAL-02ED8431,USR-145369A1,Fanta,2024-09-25,MACH-028,Kanagawa
SAL-0D9BD54E,USR-20B122A2,Coca-Cola,2024-07-04,MACH-004,Chiba
SAL-CB42816F,USR-9CA98CA6,Fanta,2024-12-28,MACH-020,Fukuoka
SAL-BAD2DCB8,USR-4020666C,Aquarius,2024-07-13,MACH-039,Hokkaido
SAL-3C7E8244,USR-60D6FDEC,Water,2025-04-07,MACH-031,Tokyo
SAL-48CC40C6,USR-68AB3DF3,Fanta,2025-05-07,MACH-036,Kyoto
SAL-DC7CBEE8,USR-6079B2F9,Fanta,2025-03-19,MACH-011,Osaka
SAL-C839FE27,USR-035859B1,Water,2025-03-22,MACH-010,Hokkaido
SAL-DFB6F0AC,USR-50D7DCE4,Coca-Cola,2024-06-28,MACH-021,Fukuoka
SAL-17096C38,USR-D08B729C,Georgia Coffee,2025-11-02,MACH-028,Kanagawa
SAL-1764347F,USR-CBDAD041,Georgia Coffee,2025-01-17,MACH-028,Kanagawa
SAL-68437BFF,USR-5A94A7CB,Georgia Coffee,2024-09-02,MACH-008,Osaka
SAL-CE4ECD8E,USR-45D59873,Coca-Cola,2024-10-28,MACH-014,Aichi
SAL-1F137A12,USR-6F7C3361,Coca-Cola,2026-01-05,MACH-019,Chiba
SAL-78C52061,USR-00A95BB2,Georgia Coffee,2024-11-20,MACH-032,Aichi
SAL-1140C6F9,USR-253C3381,Georgia Coffee,2025-04-03,MACH-020,Fukuoka
SAL-CB8E6D6F,USR-E8BADAB8,Georgia Coffee,2025-01-28,MACH-024,Tokyo
SAL-0C49AD57,USR-3DBA5AC6,Georgia Coffee,2025-05-22,MACH-021,Fukuoka
SAL-179A8FAD,USR-8B357131,Georgia Coffee,2024-10-24,MACH-035,Osaka
SAL-7152574C,USR-7A6BB4B9,Georgia Coffee,2025-07-14,MACH-006,Fukuoka
SAL-8999609D,USR-154E2B2C,Georgia Coffee,2025-02-05,MACH-047,Tokyo
SAL-9DF6B01C,USR-DB2411D5,Fanta,2024-08-18,MACH-045,Tokyo
SAL-0162423D,USR-FE79FFF4,Coca-Cola,2025-11-01,MACH-004,Chiba
SAL-13295124,USR-494A5F2F,Fanta,2025-04-08,MACH-006,Fukuoka
SAL-42B8E971,USR-5D4C5CEA,Water,2025-06-27,MACH-016,Aichi
SAL-777BE3A1,USR-7A6BB4B9,Coca-Cola,2024-07-25,MACH-041,Tokyo
SAL-E346529A,USR-9F897E87,Coca-Cola,2024-08-08,MACH-028,Kanagawa
SAL-B1910157,USR-7468677B,Georgia Coffee,2025-12-18,MACH-035,Osaka
SAL-910D3FF0,USR-7F480F50,Coca-Cola,2025-02-18,MACH-036,Kyoto
SAL-ABC0994F,USR-B95596EB,Georgia Coffee,2025-01-23,MACH-036,Kyoto
SAL-8CEFB2D7,USR-6BF524A6,Georgia Coffee,2025-10-20,MACH-043,Chiba
SAL-350268BF,USR-78E654EA,Georgia Coffee,2025-02-18,MACH-009,Tokyo
SAL-476260BE,USR-BD240E0B,Coca-Cola,2024-06-27,MACH-033,Tokyo
SAL-BFF1EE65,USR-4058528B,Georgia Coffee,2025-11-20,MACH-006,Fukuoka
SAL-1B440219,USR-ED6B2857,Water,2025-02-08,MACH-004,Chiba
SAL-AA498DE4,USR-00A95BB2,Coca-Cola,2024-04-18,MACH-024,Tokyo
SAL-583C14CD,USR-6AE06BF7,Georgia Coffee,2024-11-20,MACH-029,Fukuoka
SAL-AC5783BA,USR-9B7C461A,Coca-Cola,2025-06-26,MACH-015,Tokyo
SAL-22E64AE2,USR-A515DAC8,Georgia Coffee,2024-10-06,MACH-023,Saitama
SAL-CE4FD54C,USR-ADD12C4E,Fanta,2025-08-24,MACH-047,Tokyo
SAL-C922328E,USR-5C0226C5,Coca-Cola,2024-12-28,MACH-008,Osaka
SAL-6129AB60,USR-96D1626B,Water,2025-06-16,MACH-008,Osaka
SAL-503C6773,USR-2F362EC0,Georgia Coffee,2026-02-18,MACH-037,Kyoto
SAL-EE893F7C,USR-D08E48AF,Georgia Coffee,2024-12-22,MACH-039,Hokkaido
SAL-0F9B2930,USR-267DAB8F,Coca-Cola,2024-10-23,MACH-032,Aichi
SAL-932378E4,USR-8E21F360,Georgia Coffee,2024-10-14,MACH-017,Hokkaido
SAL-74386D48,USR-01888C2F,Georgia Coffee,2024-05-10,MACH-045,Tokyo
SAL-9F8687A4,USR-2CC8E54A,Coca-Cola,2025-12-20,MACH-034,Kanagawa
SAL-140D4BCC,USR-1DAEB7B7,Georgia Coffee,2024-09-03,MACH-028,Kanagawa
SAL-F11950D5,USR-3E0BDCE6,Fanta,2025-06-29,MACH-033,Tokyo
SAL-2D7E68F5,USR-2116F0BD,Water,2025-09-22,MACH-005,Saitama
SAL-D978C56E,USR-F1DF2170,Georgia Coffee,2025-07-05,MACH-035,Osaka
SAL-569F4753,USR-B2BACBDF,Georgia Coffee,2024-12-18,MACH-036,Kyoto
SAL-F21A0B19,USR-78E654EA,Georgia Coffee,2026-01-30,MACH-005,Saitama
SAL-E9A284A5,USR-6BF524A6,Coca-Cola,2025-05-30,MACH-045,Tokyo
SAL-700A103F,USR-D706DC78,Georgia Coffee,2026-01-06,MACH-014,Aichi
SAL-36040D72,USR-368F45FE,Water,2024-10-18,MACH-031,Tokyo
SAL-242A4937,USR-09617E42,Water,2025-08-07,MACH-004,Chiba
SAL-78C51D9A,USR-C2C57A2F,Coca-Cola,2024-06-18,MACH-036,Kyoto
SAL-D4C3B3D3,USR-8DF4E655,Water,2025-03-26,MACH-032,Aichi
SAL-69181555,USR-B7E99843,Fanta,2025-05-28,MACH-048,Osaka
SAL-40450D63,USR-A7B6D368,Fanta,2025-10-28,MACH-026,Aichi
SAL-2859077F,USR-7EE707E8,Water,2025-01-12,MACH-015,Tokyo
SAL-4653842B,USR-438AE6D3,Water,2024-07-18,MACH-038,Hokkaido
SAL-4A589681,USR-98C563F8,Georgia Coffee,2025-03-21,MACH-041,Tokyo
SAL-DE11EBA4,USR-E12542B8,Coca-Cola,2025-02-13,MACH-004,Chiba
SAL-CF9D29EE,USR-04F78998,Georgia Coffee,2025-10-21,MACH-002,Hyogo
SAL-49CFA692,USR-4020666C,Coca-Cola,2024-04-19,MACH-035,Osaka
SAL-36BE5A58,USR-864BD9B5,Georgia Coffee,2025-07-05,MACH-015,Tokyo
SAL-07750280,USR-12052D48,Georgia Coffee,2024-10-26,MACH-044,Kyoto
SAL-6DFDAE60,USR-8AB59DF2,Water,2024-06-06,MACH-046,Saitama
SAL-268C80A5,USR-0D256762,Georgia Coffee,2025-04-24,MACH-043,Chiba
SAL-00B20225,USR-1C36A028,Georgia Coffee,2024-12-20,MACH-011,Osaka
SAL-A71F4ABC,USR-4337024D,Georgia Coffee,2024-12-09,MACH-048,Osaka
SAL-965A22D8,USR-27E7ECCC,Water,2025-08-12,MACH-020,Fukuoka
SAL-312DF9A7,USR-2641D689,Georgia Coffee,2026-01-16,MACH-040,Aichi
SAL-73AE0EDA,USR-3DBA5AC6,Coca-Cola,2025-03-15,MACH-029,Fukuoka
SAL-AE8D45E5,USR-74213996,Coca-Cola,2025-03-15,MACH-050,Tokyo
SAL-4C9FB08F,USR-EA33F11E,Fanta,2025-10-06,MACH-023,Saitama
SAL-825228D1,USR-BA9A1EE4,Georgia Coffee,2024-06-22,MACH-038,Hokkaido
SAL-2A312950,USR-7AAF0E69,Coca-Cola,2024-05-13,MACH-029,Fukuoka
SAL-A1A28425,USR-DBFE9226,Fanta,2025-09-03,MACH-039,Hokkaido
SAL-C86F9D69,USR-A6978FE4,Georgia Coffee,2025-12-07,MACH-005,Saitama
SAL-D36EA9B9,USR-C2C57A2F,Water,2025-08-24,MACH-035,Osaka
SAL-16762968,USR-1471E6C1,Georgia Coffee,2025-06-06,MACH-006,Fukuoka
SAL-887497FD,USR-28E105F8,Georgia Coffee,2025-01-31,MACH-049,Tokyo
SAL-18ACD255,USR-368F45FE,Georgia Coffee,2024-11-24,MACH-022,Hokkaido
SAL-A46EDC7D,USR-FB5437E8,Georgia Coffee,2024-11-28,MACH-014,Aichi
SAL-3134A040,USR-E8E1B153,Aquarius,2024-08-11,MACH-034,Kanagawa
SAL-D412E7C5,USR-BFA06269,Water,2024-06-16,MACH-006,Fukuoka
SAL-2522EA9B,USR-7EE707E8,Georgia Coffee,2025-12-14,MACH-002,Hyogo
SAL-561190DB,USR-B2BACBDF,Water,2025-02-13,MACH-049,Tokyo
SAL-89177FAD,USR-E12542B8,Aquarius,2024-06-25,MACH-019,Chiba
SAL-1A8E0638,USR-60BC4130,Coca-Cola,2025-07-17,MACH-035,Osaka
SAL-812ABF07,USR-AF96F555,Water,2025-02-08,MACH-037,Kyoto
SAL-933381ED,USR-7E87DC22,Coca-Cola,2024-03-24,MACH-048,Osaka
SAL-3C0FEB7C,USR-3B301F2E,Georgia Coffee,2025-10-08,MACH-041,Tokyo
SAL-3ED992B7,USR-9ACB74DC,Water,2024-06-16,MACH-029,Fukuoka
SAL-AD869795,USR-654936BD,Coca-Cola,2025-03-15,MACH-021,Fukuoka
SAL-C4FD1136,USR-C808B976,Georgia Coffee,2025-05-10,MACH-028,Kanagawa
SAL-FD7316F6,USR-7C7C26AF,Water,2025-03-18,MACH-006,Fukuoka
SAL-AD563AA2,USR-36FB866E,Georgia Coffee,2025-01-15,MACH-048,Osaka
SAL-DA80C0DA,USR-3A4E834A,Coca-Cola,2024-03-22,MACH-049,Tokyo
SAL-E067EEDA,USR-B58F9776,Georgia Coffee,2024-03-13,MACH-050,Tokyo
SAL-7E578750,USR-889A4DC0,Coca-Cola,2026-01-19,MACH-026,Aichi
SAL-A5CEDD92,USR-5B6E739B,Coca-Cola,2024-07-03,MACH-008,Osaka
SAL-5B30F7C6,USR-AF96F555,Georgia Coffee,2025-10-20,MACH-006,Fukuoka
SAL-A24EA5C9,USR-9EEF410F,Coca-Cola,2025-08-28,MACH-009,Tokyo
SAL-1FE3B6D6,USR-154E2B2C,Georgia Coffee,2025-12-22,MACH-021,Fukuoka
SAL-F7DD2555,USR-FB7362C3,Georgia Coffee,2025-05-11,MACH-003,Kyoto
SAL-86FFBCDF,USR-4B1AF19E,Water,2025-08-26,MACH-021,Fukuoka
SAL-E25B0B0B,USR-A4A32359,Georgia Coffee,2024-06-12,MACH-033,Tokyo
SAL-16C795A9,USR-4469367F,Water,2024-12-16,MACH-021,Fukuoka
SAL-FD57B096,USR-82A5C3FD,Georgia Coffee,2025-01-01,MACH-014,Aichi
SAL-A4C85558,USR-54932096,Georgia Coffee,2025-04-15,MACH-005,Saitama
SAL-40EE9DFD,USR-A19DC31D,Georgia Coffee,2026-02-12,MACH-034,Kanagawa
SAL-6D2DC119,USR-60BC4130,Georgia Coffee,2025-04-16,MACH-009,Tokyo
SAL-642AD7F8,USR-90DB124C,Coca-Cola,2025-02-21,MACH-033,Tokyo
SAL-66D2D3E1,USR-7EE707E8,Georgia Coffee,2025-10-03,MACH-016,Aichi
SAL-9125C560,USR-2FC13830,Georgia Coffee,2025-11-24,MACH-004,Chiba
SAL-732FA035,USR-7F480F50,Aquarius,2025-02-05,MACH-035,Osaka
SAL-2CF0A933,USR-9F914A24,Coca-Cola,2025-05-15,MACH-006,Fukuoka
SAL-5B6A6EA7,USR-FC7DFEF6,Georgia Coffee,2024-12-24,MACH-029,Fukuoka
SAL-FFF566E3,USR-00C46383,Georgia Coffee,2025-12-27,MACH-022,Hokkaido
SAL-A229BD44,USR-C808B976,Coca-Cola,2025-03-20,MACH-016,Aichi
SAL-F2360295,USR-09617E42,Coca-Cola,2024-09-07,MACH-008,Osaka
SAL-6485F9EA,USR-521C0EC8,Coca-Cola,2024-11-08,MACH-026,Aichi
SAL-96028370,USR-82D788EE,Water,2024-04-13,MACH-043,Chiba
SAL-6F059F94,USR-8FFA60F5,Georgia Coffee,2024-11-01,MACH-031,Tokyo
SAL-525196A6,USR-DA42CA76,Coca-Cola,2024-03-29,MACH-011,Osaka
SAL-3B0EE464,USR-6E2AFC08,Georgia Coffee,2025-12-26,MACH-025,Saitama
SAL-5DCF06C9,USR-E2B79ADE,Georgia Coffee,2024-11-11,MACH-019,Chiba
SAL-C9C3EF06,USR-5CE48D5B,Georgia Coffee,2025-03-22,MACH-017,Hokkaido
SAL-C8E7E2F0,USR-505FAD88,Georgia Coffee,2026-02-20,MACH-044,Kyoto
SAL-1EC83332,USR-9617D360,Coca-Cola,2024-06-16,MACH-040,Aichi
SAL-4FE95BB7,USR-168A5A0B,Georgia Coffee,2025-01-26,MACH-041,Tokyo
SAL-B51BAD65,USR-2CC8E54A,Coca-Cola,2025-08-31,MACH-041,Tokyo
SAL-18E14A70,USR-062DD25B,Georgia Coffee,2024-11-27,MACH-003,Kyoto
SAL-A423408C,USR-C2C57A2F,Water,2024-07-06,MACH-003,Kyoto
SAL-213078F9,USR-D19F0690,Coca-Cola,2025-09-11,MACH-001,Hyogo
SAL-58C0EB4B,USR-1FD044C8,Georgia Coffee,2024-10-06,MACH-001,Hyogo
SAL-11D71B32,USR-66140D2A,Georgia Coffee,2025-05-04,MACH-014,Aichi
SAL-2A5A7E55,USR-9FF795FF,Water,2025-08-04,MACH-007,Fukuoka
SAL-901E85EC,USR-6AE06BF7,Georgia Coffee,2026-01-22,MACH-018,Chiba
SAL-ADFF508B,USR-A24F57B8,Georgia Coffee,2025-10-14,MACH-015,Tokyo
SAL-355A3FC3,USR-5B6E739B,Georgia Coffee,2024-10-03,MACH-002,Hyogo
SAL-DAB1F1D0,USR-20D3933B,Coca-Cola,2024-04-15,MACH-027,Saitama
SAL-1A80EA33,USR-00C46383,Fanta,2026-02-10,MACH-049,Tokyo
SAL-39392DC5,USR-8DEA9AB2,Coca-Cola,2025-11-12,MACH-041,Tokyo
SAL-6636D036,USR-592825BE,Georgia Coffee,2024-03-04,MACH-037,Kyoto
SAL-671C0ED4,USR-23013125,Georgia Coffee,2025-09-01,MACH-049,Tokyo
SAL-86888282,USR-6AE06BF7,Water,2025-11-19,MACH-033,Tokyo
SAL-8A6DD944,USR-934AE569,Georgia Coffee,2025-01-22,MACH-049,Tokyo
SAL-45373C4E,USR-85BF7BE2,Water,2026-02-22,MACH-016,Aichi
SAL-2EE35FE5,USR-709E18E0,Water,2025-01-31,MACH-035,Osaka
SAL-84D4E945,USR-D121A091,Coca-Cola,2024-07-18,MACH-032,Aichi
SAL-2A2C1FD9,USR-DC9E84CE,Aquarius,2024-09-18,MACH-002,Hyogo
SAL-BFD525D0,USR-1022282D,Water,2025-09-18,MACH-036,Kyoto
SAL-06F3F2AC,USR-47ED599C,Water,2025-03-28,MACH-018,Chiba
SAL-3423F535,USR-D88345D4,Coca-Cola,2024-04-05,MACH-017,Hokkaido
SAL-B38B6934,USR-5DCEA305,Water,2025-08-18,MACH-005,Saitama
SAL-CC80994B,USR-6FF0FFDE,Water,2025-09-13,MACH-031,Tokyo
SAL-1BA9CDCC,USR-D8D6B05E,Water,2025-03-03,MACH-033,Tokyo
SAL-4CAD3650,USR-AE4BA1B7,Water,2024-10-06,MACH-026,Aichi
SAL-1A3F5C38,USR-DB2411D5,Coca-Cola,2025-06-04,MACH-001,Hyogo
SAL-87E09FC7,USR-2E4ED9CB,Coca-Cola,2024-10-25,MACH-046,Saitama
SAL-19F02851,USR-2B28EB48,Fanta,2025-11-28,MACH-008,Osaka
SAL-0DEF7179,USR-FE7695F6,Water,2024-09-14,MACH-033,Tokyo
SAL-944FF7DD,USR-48F8D309,Coca-Cola,2025-05-04,MACH-002,Hyogo
SAL-289CC660,USR-7A6BB4B9,Georgia Coffee,2025-04-10,MACH-014,Aichi
SAL-834EEA25,USR-41438E9F,Water,2024-11-24,MACH-005,Saitama
SAL-BDCC0A82,USR-E12542B8,Georgia Coffee,2024-10-25,MACH-006,Fukuoka
SAL-937F632E,USR-3724F37F,Georgia Coffee,2025-12-29,MACH-010,Hokkaido
SAL-32C8BE13,USR-889A4DC0,Georgia Coffee,2024-12-12,MACH-005,Saitama
SAL-2E627E7A,USR-04F78998,Coca-Cola,2026-02-05,MACH-032,Aichi
SAL-EB1794DD,USR-09617E42,Coca-Cola,2026-02-20,MACH-018,Chiba
SAL-40E825D1,USR-145369A1,Aquarius,2024-08-11,MACH-018,Chiba
SAL-98BCAF67,USR-EC312AFF,Georgia Coffee,2024-11-01,MACH-036,Kyoto
SAL-A7C94E7A,USR-82A5C3FD,Coca-Cola,2025-11-27,MACH-031,Tokyo
SAL-278CBE91,USR-5D4C5CEA,Georgia Coffee,2024-06-10,MACH-041,Tokyo
SAL-968FD3B9,USR-C0550C06,Georgia Coffee,2024-12-09,MACH-035,Osaka
SAL-58894A34,USR-862702F8,Coca-Cola,2025-10-23,MACH-047,Tokyo
SAL-E431ABB6,USR-305C16A9,Aquarius,2024-08-02,MACH-048,Osaka
SAL-A59FF389,USR-D08E48AF,Georgia Coffee,2025-10-10,MACH-027,Saitama
SAL-97246829,USR-20D3933B,Water,2025-03-18,MACH-006,Fukuoka
SAL-0875A788,USR-5C0226C5,Fanta,2024-07-26,MACH-020,Fukuoka
SAL-5D7D768E,USR-D580DAB4,Georgia Coffee,2025-12-22,MACH-044,Kyoto
SAL-E98DF37F,USR-3E0BDCE6,Fanta,2024-06-11,MACH-007,Fukuoka
SAL-67648081,USR-E149363D,Georgia Coffee,2024-04-22,MACH-003,Kyoto
SAL-15C573FF,USR-BEEAA1DA,Water,2025-08-21,MACH-028,Kanagawa
SAL-FFAD6A2F,USR-F1DF2170,Georgia Coffee,2024-10-07,MACH-004,Chiba
SAL-ABC8831A,USR-4058528B,Water,2025-09-11,MACH-026,Aichi
SAL-913D8893,USR-A17C3B0E,Aquarius,2024-08-21,MACH-004,Chiba
SAL-F4B1646E,USR-4020666C,Georgia Coffee,2024-04-05,MACH-003,Kyoto
SAL-71DAB0C8,USR-329094A0,Water,2024-10-29,MACH-026,Aichi
SAL-5812101A,USR-D51FC580,Coca-Cola,2024-07-17,MACH-005,Saitama
SAL-BF4E45BB,USR-6AE68BC1,Georgia Coffee,2025-04-24,MACH-035,Osaka
SAL-F5CE003D,USR-62ADA4A2,Georgia Coffee,2025-02-11,MACH-025,Saitama
SAL-D97E5209,USR-D19F0690,Coca-Cola,2025-07-20,MACH-016,Aichi
SAL-F66A4C9C,USR-ACD1B747,Water,2025-09-28,MACH-001,Hyogo
SAL-F9525442,USR-1471E6C1,Georgia Coffee,2024-10-08,MACH-040,Aichi
SAL-2E8E91B5,USR-74B80D0B,Georgia Coffee,2024-04-05,MACH-042,Tokyo
SAL-C8C151B4,USR-D08E48AF,Water,2024-06-04,MACH-007,Fukuoka
SAL-FBB02844,USR-C868D1CB,Water,2025-03-25,MACH-037,Kyoto
SAL-9CE7D1F3,USR-41438E9F,Coca-Cola,2025-06-27,MACH-005,Saitama
SAL-38163C7D,USR-D9D02B65,Fanta,2024-07-24,MACH-020,Fukuoka
SAL-6C8F5D38,USR-7DBFB698,Georgia Coffee,2026-02-25,MACH-032,Aichi
SAL-ADFA8A5B,USR-7600A84A,Georgia Coffee,2025-07-21,MACH-008,Osaka
SAL-7018187E,USR-8630F5CB,Georgia Coffee,2024-05-10,MACH-031,Tokyo
SAL-605258C8,USR-5964DD23,Georgia Coffee,2024-11-18,MACH-020,Fukuoka
SAL-31926F21,USR-1A2AD4A5,Coca-Cola,2024-07-27,MACH-015,Tokyo
SAL-DF31D653,USR-CECFCAAD,Coca-Cola,2024-07-13,MACH-006,Fukuoka
SAL-5113AF52,USR-A750C3B8,Georgia Coffee,2024-07-26,MACH-022,Hokkaido
SAL-333A4DB4,USR-2DE19692,Georgia Coffee,2025-10-23,MACH-018,Chiba
SAL-03A6091C,USR-77136ACA,Coca-Cola,2026-01-10,MACH-047,Tokyo
SAL-7D3B0ED4,USR-BCFA392F,Georgia Coffee,2025-01-07,MACH-048,Osaka
SAL-6EB0FCDB,USR-5C24106D,Water,2025-06-29,MACH-002,Hyogo
SAL-841FB231,USR-3C42F820,Georgia Coffee,2025-05-05,MACH-042,Tokyo
SAL-0F6BA38A,USR-5D4C5CEA,Georgia Coffee,2024-06-05,MACH-015,Tokyo
SAL-8D536212,USR-1C36A028,Coca-Cola,2025-04-23,MACH-006,Fukuoka
SAL-04EADBD6,USR-92E67091,Georgia Coffee,2025-01-02,MACH-047,Tokyo
SAL-365CF068,USR-4B1AF19E,Coca-Cola,2026-01-23,MACH-027,Saitama
SAL-B39E771E,USR-418B6EDC,Georgia Coffee,2025-10-20,MACH-035,Osaka
SAL-DB71BC7D,USR-25C0F995,Georgia Coffee,2024-04-07,MACH-042,Tokyo
SAL-512E9609,USR-5D4C5CEA,Fanta,2025-09-01,MACH-038,Hokkaido
SAL-03319FFF,USR-9795232E,Fanta,2024-08-22,MACH-028,Kanagawa
SAL-E059C0D2,USR-2F1F9FB6,Coca-Cola,2026-02-18,MACH-019,Chiba
SAL-BE2B562C,USR-9F0F64F1,Coca-Cola,2025-08-31,MACH-027,Saitama
SAL-16582691,USR-D69D18B6,Coca-Cola,2025-05-13,MACH-033,Tokyo
SAL-7240F897,USR-F69156FB,Georgia Coffee,2024-10-06,MACH-004,Chiba
SAL-5C7B062C,USR-AF173D0A,Coca-Cola,2025-08-21,MACH-018,Chiba
SAL-95AF5AF8,USR-709E18E0,Georgia Coffee,2024-03-25,MACH-033,Tokyo
SAL-8FDAEB60,USR-062DD25B,Georgia Coffee,2026-01-03,MACH-036,Kyoto
SAL-EC48815A,USR-D51FC580,Georgia Coffee,2025-09-30,MACH-008,Osaka
SAL-4DF4D58A,USR-3B301F2E,Coca-Cola,2024-12-24,MACH-040,Aichi
SAL-60ECD8B7,USR-EEA65C2F,Georgia Coffee,2024-05-27,MACH-028,Kanagawa
SAL-6C969302,USR-993D897E,Water,2025-04-18,MACH-037,Kyoto
SAL-B8D94E71,USR-39F04295,Georgia Coffee,2025-08-24,MACH-050,Tokyo
SAL-7543B316,USR-3C42F820,Georgia Coffee,2025-11-13,MACH-047,Tokyo
SAL-B6B82DF1,USR-0F1C6DBE,Georgia Coffee,2024-09-19,MACH-021,Fukuoka
SAL-C42C219E,USR-6C9187CF,Georgia Coffee,2024-12-01,MACH-033,Tokyo
SAL-55C73BF6,USR-8BFF6238,Georgia Coffee,2024-04-10,MACH-033,Tokyo
SAL-788BD7EF,USR-BBBA87F8,Georgia Coffee,2025-10-09,MACH-034,Kanagawa
SAL-10D887BB,USR-5D437DD6,Georgia Coffee,2025-05-17,MACH-001,Hyogo
SAL-83C4F1C9,USR-BBDE6D92,Water,2024-08-18,MACH-013,Fukuoka
SAL-33D4A26A,USR-7A8E193C,Fanta,2024-07-30,MACH-001,Hyogo
SAL-9B13F937,USR-259E8424,Georgia Coffee,2024-03-02,MACH-014,Aichi
SAL-1DBF6E41,USR-EBD896B1,Coca-Cola,2024-05-02,MACH-002,Hyogo
SAL-EB058FC8,USR-98C563F8,Georgia Coffee,2025-03-21,MACH-016,Aichi
SAL-C249B2C1,USR-DBB7F267,Georgia Coffee,2025-04-17,MACH-008,Osaka
SAL-A5D916C6,USR-D51FC580,Water,2025-08-11,MACH-034,Kanagawa
SAL-7D506E04,USR-48FFA3FD,Georgia Coffee,2025-10-03,MACH-006,Fukuoka
SAL-BB0A6782,USR-C6D143FA,Coca-Cola,2025-04-20,MACH-001,Hyogo
SAL-78BB704B,USR-74E7957F,Water,2024-06-03,MACH-025,Saitama
SAL-352411FA,USR-337904D0,Georgia Coffee,2025-12-03,MACH-010,Hokkaido
SAL-C5D23038,USR-43C00CE7,Fanta,2026-01-31,MACH-032,Aichi
SAL-7382D778,USR-54C494AC,Fanta,2025-10-17,MACH-044,Kyoto
SAL-556F89F6,USR-2F362EC0,Water,2025-10-13,MACH-047,Tokyo
SAL-421467CD,USR-630E5708,Georgia Coffee,2025-11-23,MACH-003,Kyoto
SAL-D9164275,USR-DA42CA76,Aquarius,2025-02-08,MACH-020,Fukuoka
SAL-9F70BB28,USR-FB5437E8,Coca-Cola,2024-05-24,MACH-036,Kyoto
SAL-39394263,USR-5964DD23,Georgia Coffee,2024-11-20,MACH-025,Saitama
SAL-ED962742,USR-8DA576DC,Water,2024-03-24,MACH-039,Hokkaido
SAL-9E8AB2E9,USR-C8FD93C6,Coca-Cola,2025-10-25,MACH-033,Tokyo
SAL-3D45767D,USR-C3DB1FAE,Fanta,2024-11-11,MACH-028,Kanagawa
SAL-ECEFEA8D,USR-1453618B,Fanta,2024-11-06,MACH-029,Fukuoka
SAL-7396F1C5,USR-29882894,Georgia Coffee,2025-08-18,MACH-006,Fukuoka
SAL-5CF12DED,USR-8464F293,Georgia Coffee,2025-11-09,MACH-036,Kyoto
SAL-9D5E1FF6,USR-DF554F86,Georgia Coffee,2024-11-21,MACH-022,Hokkaido
SAL-DC2ABC74,USR-650D56C4,Aquarius,2025-10-09,MACH-020,Fukuoka
SAL-D8C7B14F,USR-E583B827,Water,2024-09-10,MACH-041,Tokyo
SAL-C8C0BFEE,USR-05B8A84E,Georgia Coffee,2026-01-10,MACH-001,Hyogo
SAL-1136A592,USR-BA17B4F5,Georgia Coffee,2025-01-26,MACH-049,Tokyo
SAL-8ADD9A91,USR-F38D4D42,Georgia Coffee,2025-04-25,MACH-002,Hyogo
SAL-62D6CD50,USR-E8BADAB8,Georgia Coffee,2025-10-10,MACH-039,Hokkaido
SAL-B8BA07F3,USR-392AE2A3,Water,2025-10-17,MACH-046,Saitama
SAL-D8D14197,USR-654936BD,Water,2025-05-17,MACH-029,Fukuoka
SAL-2D7F54F0,USR-FC9CFB21,Georgia Coffee,2024-06-06,MACH-004,Chiba
SAL-A1142174,USR-77136ACA,Water,2025-12-20,MACH-047,Tokyo
SAL-35EBD03B,USR-8520327C,Georgia Coffee,2026-02-22,MACH-006,Fukuoka
SAL-F1371E99,USR-D8D6B05E,Water,2024-07-20,MACH-042,Tokyo
SAL-2BE46A42,USR-650D56C4,Fanta,2025-11-01,MACH-001,Hyogo
SAL-F39C87AB,USR-4B1DB9C3,Coca-Cola,2025-04-05,MACH-010,Hokkaido
SAL-10CA8B23,USR-A19DC31D,Coca-Cola,2025-07-26,MACH-005,Saitama
SAL-94835DE0,USR-CA703ACB,Fanta,2025-01-27,MACH-027,Saitama
SAL-FF5A8222,USR-42B8D9F9,Aquarius,2025-04-26,MACH-020,Fukuoka
SAL-E4B75303,USR-77136ACA,Georgia Coffee,2024-10-14,MACH-023,Saitama
SAL-D9748E1D,USR-27E7ECCC,Georgia Coffee,2024-05-29,MACH-011,Osaka
